Instance type,Instance family,Instance size,Availability zones,Free-Tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),ENA Express support,On-Demand Linux pricing,On-Demand Ubuntu Pro pricing,On-Demand SUSE pricing,On-Demand Windows pricing,On-Demand RHEL pricing,On-Demand ap-southeast-2-akl-1 SUSE pricing,On-Demand ap-southeast-2-akl-1 Windows pricing,On-Demand ap-southeast-2-akl-1 RHEL pricing,On-Demand ap-southeast-2-akl-1 Linux pricing,On-Demand ap-southeast-2-akl-1 Ubuntu Pro pricing,On-Demand ap-southeast-2-per-1 SUSE pricing,On-Demand ap-southeast-2-per-1 Ubuntu Pro pricing,On-Demand ap-southeast-2-per-1 RHEL pricing,On-Demand ap-southeast-2-per-1 Windows pricing,On-Demand ap-southeast-2-per-1 Linux pricing
r6id.24xlarge,r6id,24xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,768,5700,true,ssd,4,supported,default,37.5 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,30000,120000,3750,30000,120000,3750,true,8.352 USD per Hour,8.52 USD per Hour,8.477 USD per Hour,12.768 USD per Hour,9.3888 USD per Hour,,,,,,,,,,
r8g.24xlarge,r8g,24xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,arm64,96,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96",1,1,2.8,768,0,-,-,0,supported,default,40 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,30000,120000,3750,30000,120000,3750,true,6.7776 USD per Hour,6.9456 USD per Hour,6.9026 USD per Hour,,7.8144 USD per Hour,,,,,,,,,,
m6i.16xlarge,m6i,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,256,0,-,-,0,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,20000,80000,2500,20000,80000,2500,true,3.84 USD per Hour,3.952 USD per Hour,3.965 USD per Hour,6.784 USD per Hour,4.5312 USD per Hour,,,,,,,,,,
c7i-flex.large,c7i-flex,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",true,false,false,nitro,2,x86_64,1,1,2,"1,2",3.2,4,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,312,2500,39.0625,10000,40000,1250,false,0.11072 USD per Hour,0.11422 USD per Hour,0.16702 USD per Hour,0.19812 USD per Hour,0.13952 USD per Hour,,,,,,,,,,
r5n.2xlarge,r5n,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,0,-,-,0,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,2300,12000,287.5,4750,18750,593.75,false,0.724 USD per Hour,0.738 USD per Hour,0.849 USD per Hour,1.092 USD per Hour,0.839 USD per Hour,,,,,,,,,,
d3.2xlarge,d3,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,11880,true,hdd,6,supported,default,Up to 15 Gigabit,required,4,5,5,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,1700,10000,212.5,2800,15000,350,false,1.252 USD per Hour,1.266 USD per Hour,1.377 USD per Hour,1.62 USD per Hour,1.367 USD per Hour,,,,,,,,,,
r7gd.2xlarge,r7gd,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,64,474,true,ssd,1,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,false,0.6264 USD per Hour,0.6404 USD per Hour,0.7514 USD per Hour,,0.7416 USD per Hour,,,,,,,,,,
m7a.medium,m7a,medium,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,x86_64,1,-,1,-,3.7,4,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,325,2500,40.625,10000,40000,1250,false,0.07245 USD per Hour,0.0742 USD per Hour,0.12875 USD per Hour,0.11845 USD per Hour,0.08685 USD per Hour,,,,,,,,,,
c4.2xlarge,c4,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.9,15,0,-,-,0,supported,default,High,unsupported,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,1000,8000,125,1000,8000,125,false,0.522 USD per Hour,0.534 USD per Hour,0.622 USD per Hour,0.89 USD per Hour,0.635 USD per Hour,,,,,,,,,,
m8g.12xlarge,m8g,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.8,192,0,-,-,0,supported,default,22.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,true,2.6928 USD per Hour,2.7768 USD per Hour,2.8178 USD per Hour,,3.2112 USD per Hour,,,,,,,,,,
a1.metal,a1,metal,"ap-southeast-2, ap-southeast-2a, ap-southeast-2c",false,false,true,,16,arm64,16,-,1,-,2.3,32,0,-,-,0,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,false,3500,20000,437.5,3500,20000,437.5,false,0.533 USD per Hour,,0.658 USD per Hour,,0.706 USD per Hour,,,,,,,,,,
z1d.12xlarge,z1d,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"4,6,8,10,12,14,16,18,20,22,24",2,"1,2",4,384,1800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,19000,80000,2375,19000,80000,2375,false,5.424 USD per Hour,5.508 USD per Hour,5.549 USD per Hour,7.632 USD per Hour,5.942 USD per Hour,,,,,,,,,,
t3.nano,t3,nano,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.5,0.5,0,-,-,0,supported,default,Up to 5 Gigabit,required,2,2,2,true,"partition, spread",0,0,true,supported,ebs,true,true,true,true,43,250,5.375,2085,11800,260.625,false,0.0066 USD per Hour,0.0101 USD per Hour,0.0066 USD per Hour,0.0112 USD per Hour,,,,,,,,,,,
m7i-flex.4xlarge,m7i-flex,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.2,64,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,8,30,30,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,2500,12000,312.5,10000,40000,1250,false,0.9576 USD per Hour,0.9856 USD per Hour,1.0826 USD per Hour,1.6568 USD per Hour,1.1304 USD per Hour,,,,,,,,,,
i3.large,i3,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,2,x86_64,1,1,2,"1,2",2.3,15.3,475,true,ssd,1,supported,default,Up to 10 Gigabit,supported,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,425,3000,53.125,425,3000,53.125,false,0.187 USD per Hour,0.191 USD per Hour,0.287 USD per Hour,0.279 USD per Hour,0.216 USD per Hour,,,,,,,,,,
m6idn.24xlarge,m6idn,24xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,384,5700,true,ssd,4,supported,default,150 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,75000,300000,9375,75000,300000,9375,true,9.65952 USD per Hour,9.82752 USD per Hour,9.78452 USD per Hour,14.07552 USD per Hour,10.69632 USD per Hour,,,,,,,,,,
m7a.8xlarge,m7a,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,32,"1,2,3,4,8,12,16,20,24,28,32",1,1,3.7,128,0,-,-,0,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,10000,40000,1250,10000,40000,1250,false,2.3184 USD per Hour,2.3744 USD per Hour,2.4434 USD per Hour,3.7904 USD per Hour,2.664 USD per Hour,,,,,,,,,,
m6g.16xlarge,m6g,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,256,0,-,-,0,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,19000,80000,2375,19000,80000,2375,false,3.072 USD per Hour,3.184 USD per Hour,3.197 USD per Hour,,3.7632 USD per Hour,,,,,,,,,,
c6a.4xlarge,c6a,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.6,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,5000,20000,625,10000,40000,1250,false,0.7992 USD per Hour,0.8272 USD per Hour,0.9242 USD per Hour,1.5352 USD per Hour,0.972 USD per Hour,,,,,,,,,,
r7gd.metal,r7gd,metal,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,64,arm64,64,-,1,-,2.6,512,3800,true,ssd,2,supported,default,30 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,20000,80000,2500,20000,80000,2500,true,5.0112 USD per Hour,5.1232 USD per Hour,5.1362 USD per Hour,,5.7024 USD per Hour,,,,,,,,,,
c7gd.2xlarge,c7gd,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,16,474,true,ssd,1,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,false,0.4763 USD per Hour,0.4903 USD per Hour,0.6013 USD per Hour,,0.5915 USD per Hour,,,,,,,,,,
g6.2xlarge,g6,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.4,32,450,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",1,0,-,unsupported,ebs,-,-,-,true,2000,8000,250,5000,20000,625,false,1.27107 USD per Hour,1.28507 USD per Hour,1.39607 USD per Hour,1.63907 USD per Hour,1.38627 USD per Hour,,,,,,,,,,
is4gen.2xlarge,is4gen,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,48,7500,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,5000,20000,625,10000,40000,1250,false,1.3821 USD per Hour,1.3961 USD per Hour,1.5071 USD per Hour,,1.4973 USD per Hour,,,,,,,,,,
c8g.metal-24xl,c8g,metal-24xl,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,96,arm64,96,-,1,-,2.8,192,0,-,-,0,supported,default,40 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,30000,120000,3750,30000,120000,3750,true,4.9824 USD per Hour,5.1504 USD per Hour,5.1074 USD per Hour,,6.0192 USD per Hour,,,,,,,,,,
r7gd.large,r7gd,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.6,16,118,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,630,3600,78.75,10000,40000,1250,false,0.1566 USD per Hour,0.1601 USD per Hour,0.2129 USD per Hour,,0.1854 USD per Hour,,,,,,,,,,
r5dn.12xlarge,r5dn,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,1800,true,ssd,2,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,9500,40000,1187.5,9500,40000,1187.5,false,4.896 USD per Hour,4.98 USD per Hour,5.021 USD per Hour,7.104 USD per Hour,5.4144 USD per Hour,,,,,,,,,,
c7i.metal-48xl,c7i,metal-48xl,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,192,x86_64,96,-,2,-,3.2,384,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,240000,5000,40000,240000,5000,true,11.1888 USD per Hour,11.5248 USD per Hour,11.3138 USD per Hour,20.0208 USD per Hour,13.032 USD per Hour,,,,,,,,,,
c5ad.2xlarge,c5ad,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.3,16,300,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,800,3200,100,3170,13300,396.25,false,0.452 USD per Hour,0.466 USD per Hour,0.577 USD per Hour,0.82 USD per Hour,0.567 USD per Hour,,,,,,,,,,
r5.xlarge,r5,xlarge,"ap-southeast-2, ap-southeast-2-per-1, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,2,2,"1,2",3.1,32,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1150,6000,143.75,4750,18750,593.75,false,0.302 USD per Hour,0.309 USD per Hour,0.358 USD per Hour,0.486 USD per Hour,0.36 USD per Hour,,,,,,0.464 USD per Hour,0.415 USD per Hour,0.465 USD per Hour,0.592 USD per Hour,0.408 USD per Hour
x2iedn.4xlarge,x2iedn,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,512,475,true,ssd,1,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,unsupported,ebs,true,-,-,true,10000,32500,1250,20000,65000,2500,false,4.83525 USD per Hour,4.86325 USD per Hour,4.96025 USD per Hour,5.57125 USD per Hour,5.00805 USD per Hour,,,,,,,,,,
c5n.18xlarge,c5n,18xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,72,x86_64,36,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36",2,"1,2",3.4,192,0,-,-,0,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,19000,80000,2375,19000,80000,2375,false,5.076 USD per Hour,5.202 USD per Hour,5.201 USD per Hour,8.388 USD per Hour,5.854 USD per Hour,,,,,,,,,,
m7g.xlarge,m7g,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.6,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25039999999998,10000,40000,1250,false,0.204 USD per Hour,0.211 USD per Hour,0.2603 USD per Hour,,0.2616 USD per Hour,,,,,,,,,,
c3.4xlarge,c3,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.8,30,320,true,ssd,2,supported,supported,High,unsupported,8,30,30,true,"cluster, partition, spread",0,0,true,unsupported,"ebs, instance-store",true,true,-,false,2000,16000,250,2000,16000,250,false,1.058 USD per Hour,,1.158 USD per Hour,1.906 USD per Hour,1.229 USD per Hour,,,,,,,,,,
c6a.xlarge,c6a,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.6,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,false,0.1998 USD per Hour,0.2068 USD per Hour,0.2561 USD per Hour,0.3838 USD per Hour,0.2574 USD per Hour,,,,,,,,,,
c5.9xlarge,c5,9xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,36,x86_64,18,"2,4,6,8,10,12,14,16,18",2,"1,2",3.4,72,0,-,-,0,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,9500,40000,1187.5,9500,40000,1187.5,false,1.998 USD per Hour,2.061 USD per Hour,2.098 USD per Hour,3.654 USD per Hour,2.387 USD per Hour,,,,,,,,,,
m6id.16xlarge,m6id,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,256,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,20000,80000,2500,20000,80000,2500,true,4.7712 USD per Hour,4.8832 USD per Hour,4.8962 USD per Hour,7.7152 USD per Hour,5.4624 USD per Hour,,,,,,,,,,
i2.4xlarge,i2,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.5,122,3200,true,ssd,4,supported,supported,High,unsupported,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,"ebs, instance-store",true,-,-,false,2000,16000,250,2000,16000,250,false,4.07 USD per Hour,,4.17 USD per Hour,4.674 USD per Hour,4.245 USD per Hour,,,,,,,,,,
i4i.large,i4i,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,16,468,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,625,2500,78.125,10000,40000,1250,false,0.206 USD per Hour,0.209 USD per Hour,0.262 USD per Hour,0.298 USD per Hour,0.235 USD per Hour,,,,,,,,,,
x1e.16xlarge,x1e,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2c",false,false,false,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,1952,1920,true,ssd,1,supported,default,10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",0,0,true,unsupported,ebs,true,-,-,true,7000,40000,875,7000,40000,875,false,19.344 USD per Hour,19.456 USD per Hour,19.444 USD per Hour,22.288 USD per Hour,20.035 USD per Hour,,,,,,,,,,
c7g.metal,c7g,metal,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,64,arm64,64,-,1,-,2.6,128,0,-,-,0,supported,default,30 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,20000,80000,2500,20000,80000,2500,true,3.0195 USD per Hour,3.1315 USD per Hour,3.1445 USD per Hour,,3.7107 USD per Hour,,,,,,,,,,
t4g.xlarge,t4g,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,0,-,-,0,supported,default,Up to 5 Gigabit,required,4,15,15,true,"partition, spread",0,0,true,supported,ebs,-,true,true,true,695,4000,86.875,2780,15700,347.5,false,0.1696 USD per Hour,0.1766 USD per Hour,0.2259 USD per Hour,,0.2272 USD per Hour,,,,,,,,,,
r6a.24xlarge,r6a,24xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,32,48",2,"1,2",3.6,768,0,-,-,0,supported,default,37.5 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,30000,120000,3750,30000,120000,3750,true,6.5232 USD per Hour,6.6912 USD per Hour,6.6482 USD per Hour,10.9392 USD per Hour,7.56 USD per Hour,,,,,,,,,,
m6idn.metal,m6idn,metal,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,128,x86_64,64,-,2,-,3.5,512,7600,true,ssd,4,supported,default,200 Gigabit,required,16,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,100000,400000,12500,100000,400000,12500,true,12.87936 USD per Hour,13.10336 USD per Hour,13.00436 USD per Hour,18.76736 USD per Hour,14.10816 USD per Hour,,,,,,,,,,
r7g.8xlarge,r7g,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.6,256,0,-,-,0,supported,default,15 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,10000,40000,1250,10000,40000,1250,false,2.0538 USD per Hour,2.1098 USD per Hour,2.1788 USD per Hour,,2.3994 USD per Hour,,,,,,,,,,
m3.2xlarge,m3,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.5,30,160,true,ssd,2,supported,supported,High,unsupported,4,30,0,-,"partition, spread",0,0,true,unsupported,"ebs, instance-store",true,true,-,false,1000,8000,125,1000,8000,125,false,0.745 USD per Hour,0.758 USD per Hour,0.845 USD per Hour,1.249 USD per Hour,0.859 USD per Hour,,,,,,,,,,
r6idn.large,r6idn,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,16,118,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1562,6250,195.3125,25000,100000,3125,false,0.23868 USD per Hour,0.24218 USD per Hour,0.29498 USD per Hour,0.33068 USD per Hour,0.26748 USD per Hour,,,,,,,,,,
c6id.metal,c6id,metal,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,128,x86_64,64,-,2,-,3.5,256,7600,true,ssd,4,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,40000,160000,5000,40000,160000,5000,true,8.4672 USD per Hour,8.6912 USD per Hour,8.5922 USD per Hour,14.3552 USD per Hour,9.696 USD per Hour,,,,,,,,,,
r6i.16xlarge,r6i,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,512,0,-,-,0,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,20000,80000,2500,20000,80000,2500,true,4.832 USD per Hour,4.944 USD per Hour,4.957 USD per Hour,7.776 USD per Hour,5.5232 USD per Hour,,,,,,,,,,
m5a.8xlarge,m5a,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,128,0,-,-,0,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,-,true,-,true,4750,20000,593.75,4750,20000,593.75,false,1.728 USD per Hour,1.784 USD per Hour,1.853 USD per Hour,3.2 USD per Hour,2.074 USD per Hour,,,,,,,,,,
r6i.12xlarge,r6i,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,384,0,-,-,0,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,true,3.624 USD per Hour,3.708 USD per Hour,3.749 USD per Hour,5.832 USD per Hour,4.1424 USD per Hour,,,,,,,,,,
